ds,yhat,yhat_lower,yhat_upper
2018-05-12,120824.23174866874,88702.96354629776,152545.51639778877
2018-05-13,120259.80586082436,89134.20532290531,151144.85290377293
2018-05-14,120039.26778623638,88241.4822040362,153123.59498280904
2018-05-15,121201.18447982035,90328.76699749804,150751.13034370184
2018-05-16,119251.77390950252,84422.60461809786,151887.97082670304
2018-05-17,123408.56638535955,91714.05729692547,158571.2041685662
2018-05-18,118657.6239051589,89466.53142196126,151069.17187171974
2018-05-19,122099.50625324226,89765.22158335711,152453.81851886236
2018-05-20,121432.73430560189,88401.08362199391,152971.42124750456
2018-05-21,121100.54664997663,89899.78733184356,157362.44333823933
2018-05-22,122144.29962117798,88937.46737879935,154138.124918364
2018-05-23,120073.09049682482,87693.04013913983,152822.15090414026
2018-05-24,124107.35726156952,92578.0874159904,155536.6843112438
2018-05-25,119236.03551355207,86011.92700523778,152264.13689916366
2018-05-26,122562.46252070574,89942.31349464948,157945.62431035406
2018-05-27,121787.7801724239,88286.06768727834,154266.32573246188
2018-05-28,121357.6342232242,87288.32459436364,150184.35119730455
2018-05-29,122315.52118741418,92028.37292032916,154545.50922742594
2018-05-30,120172.36383044042,87873.95248275243,150873.5218160843
2018-05-31,124150.06978231212,92290.30371985432,156153.1273881808
2018-06-01,119238.65485260522,87996.67657558003,154121.32887158883
2018-06-02,122542.12192380408,92329.94501780716,153390.7828800056
2018-06-03,121761.84787711827,91313.31403022517,153117.92732957212
2018-06-04,121343.27647370701,88753.11812865887,154937.93274829592
2018-06-05,122329.26887536496,89501.87126818608,154377.58439673495
2018-06-06,120229.69286063784,89981.28408095002,153595.8606923422
2018-06-07,124265.00514513259,93446.70971772906,156433.9154169341
2018-06-08,119423.40803719698,86319.33910916741,151161.47386189725
2018-06-09,122806.77072561804,91513.65451057821,151750.56836637197
2018-06-10,122114.06684515493,90405.19113177346,154756.97590843248
2018-06-11,121788.1252189138,88564.69878450582,154773.26838697612
2018-06-12,122869.04423671971,89738.35472979557,156593.62378843527
2018-06-13,120863.84952366722,88806.26508937751,152874.66889505228
2018-06-14,124990.14775399094,94722.4363202156,153422.70954018715
2018-06-15,120233.3561708596,90191.9443956068,151321.91918333905
2018-06-16,123692.69635564619,92463.82378230295,155362.91054839693
2018-06-17,123064.70209859607,91047.70876082833,156024.98665793633
2018-06-18,122790.03647689954,91879.2009660174,153764.31456748708
2018-06-19,123906.96685322921,92184.32314303174,155154.96504275888
2018-06-20,121921.07579238861,87595.7435411919,151370.51884929437
2018-06-21,126048.95923239534,92648.21479888358,156636.94790170362
2018-06-22,121275.49012868876,90198.69058682342,150727.12160939263
2018-06-23,124699.83499233972,93804.67272872257,156642.38378861037
2018-06-24,124018.97230552118,94150.99528442339,160209.13762802575
2018-06-25,123674.5073363152,91817.4107276519,156179.27584468975
2018-06-26,124706.1317877202,93062.25418832648,158067.5718881577
2018-06-27,122621.30634657774,92256.33120242969,153591.70478511145
2018-06-28,126638.91782139214,94263.02948114101,157649.92977223257
2018-06-29,121746.48984485723,89843.70726062644,153484.76255057345
2018-06-30,125046.13559621484,93322.08022314768,156888.15873561482
2018-07-01,124238.00289328088,92456.04417134068,157926.1194752176
2018-07-02,123767.00782548708,93216.87374658104,155850.54110543002
2018-07-03,124676.20726781101,94141.81944389947,157701.46724015474
2018-07-04,122476.39043719375,86973.14796967209,152072.6887700612
2018-07-05,126389.64348919482,94443.90192967217,155706.05529607044
2018-07-06,121406.46847990697,90388.53348569073,152083.63006250936
2018-07-07,124631.64759741898,93686.45369642392,156540.1928628081
2018-07-08,123767.60542859949,94148.84746071283,154079.2117172473
2018-07-09,123261.06777556556,91516.6882446199,153938.13413200673
2018-07-10,124156.36956399333,92906.99773423205,155347.85402791953
2018-07-11,121964.99400563785,86257.23761690124,153465.8830392312
2018-07-12,125909.09875292855,92287.28165730633,156583.00913808955
2018-07-13,120978.61179635857,87673.32990675633,153012.86932961372
2018-07-14,124277.08907542411,95384.955442077,158114.62138128397
2018-07-15,123505.08723536423,89937.55268460666,154565.94417402399
2018-07-16,123106.85028347859,89249.91507702717,156044.085062319
2018-07-17,124123.66247964006,91406.4761498763,157451.20993375074
2018-07-18,122063.44896264543,90504.7168232657,156059.83505758652
2018-07-19,126144.37873995017,94603.68371236492,155753.33107111775
2018-07-20,121352.05124899169,91130.88458510257,153096.7742491296
2018-07-21,124785.45651357585,91360.55996539477,156828.84380474777
2018-07-22,124140.4600165371,92301.56321172923,157311.02010217062
2018-07-23,123856.60841646188,91718.20579662087,155204.7573827072
2018-07-24,124970.60556514029,94567.06056816022,157352.80541912786
2018-07-25,122986.03726218657,90217.30091347877,154521.6353715329
2018-07-26,127117.0962003729,96510.49838353175,158740.01715925278
2018-07-27,122345.88510537287,92002.40583122696,156548.47108477948
2018-07-28,125768.48494110255,92976.04100552817,156542.5804147237
2018-07-29,125078.53628608315,91695.9312551854,156898.38510513754
2018-07-30,124714.1272106769,90803.57264450513,158475.32460368503
2018-07-31,125711.33460995759,96643.71672745622,157730.6008385378
2018-08-01,123573.99529598306,92539.33429628452,156164.85242653757
2018-08-02,127517.4566026975,95764.00296274929,160418.45746541402
2018-08-03,122525.88329485107,91767.89795915161,154429.1013200521
2018-08-04,125698.306970679,94463.2785314325,155999.4128694859
2018-08-05,124732.16594247846,91735.42332247764,155662.83319172641
2018-08-06,124070.12938149083,94213.15365726993,156869.7035247045
2018-08-07,124753.55371599355,92320.08757904006,156359.72923268995
2018-08-08,122292.14918603122,89676.39819058498,155743.2791345635
2018-08-09,125907.60844311613,91894.7159987143,156359.05269762938
2018-08-10,120590.77661459157,87078.88501710171,149620.15806841612
2018-08-11,123447.55208615924,90339.14495310337,155888.02277540197
2018-08-12,122182.26941674124,89421.17827914756,152132.65795178473
2018-08-13,121244.36188784844,88658.71962975348,150136.33595477027
2018-08-14,121681.65558808803,88178.73428317292,153167.51641067577
2018-08-15,119009.87694733527,83948.90599092268,149892.36861399902
2018-08-16,122456.12961975319,92398.35766747127,156662.07633453564
2018-08-17,117015.92404117457,83408.63019533991,151253.6017077155
2018-08-18,119798.95261516208,89059.04551228738,152075.2136799415
2018-08-19,118512.3653380971,86610.10179580965,150997.42372276276
2018-08-20,117607.3463650186,84834.89919705315,147425.41312389824
2018-08-21,118132.34593607138,87487.10349294721,151709.12106428115
2018-08-22,115602.55154448021,84133.40793996768,147620.9973116015
2018-08-23,119243.35559666702,87807.78354316839,150936.8722418654
2018-08-24,114047.40359628518,82860.13762348775,150819.0003129475
2018-08-25,117120.41579651117,84832.02637061209,149491.54832550127
2018-08-26,116164.53646443508,85738.57501873968,148618.20705428693
2018-08-27,115625.00987106319,83856.90432570597,148347.89977667396
2018-08-28,116543.53538568581,82895.81200898696,146100.20555346666
2018-08-29,114427.88288754589,84245.9361852323,146146.0908616812
2018-08-30,118495.52251397877,86153.29773369356,150223.07684743323
2018-08-31,113730.84904297051,83010.20741753947,148080.46756432392
2018-09-01,117231.1897462798,83943.60855978036,146857.87277274986
2018-09-02,116690.34540515742,84812.13317717006,148619.061190832
2018-09-03,116545.4589849775,85188.21573032059,147194.68325602714
2018-09-04,117830.55963730741,86269.62546643335,149582.4799715925
2018-09-05,116046.35857224505,85777.60164554739,149413.60792929857
2018-09-06,120404.04630725642,87047.52677429914,148684.37034222131
2018-09-07,115882.66734936104,84757.7293500058,146945.82964661656
2018-09-08,119575.25729097669,88854.46811129188,152492.68880513246
2018-09-09,119172.4886399635,89297.49178580756,150985.86694999525
2018-09-10,119109.6170859138,87094.9653148455,150239.8519295277
2018-09-11,120420.07372915519,83439.40734930799,153049.87603422953
2018-09-12,118605.27838800152,86966.08815971213,147827.00869086734
2018-09-13,122878.42281886168,87341.08193186563,152633.3539826083
2018-09-14,118221.80001655911,86725.42272551061,149350.95783010207
2018-09-15,121732.86546947468,88228.22885635328,155342.16115956657
2018-09-16,121107.77835419062,86513.28460668118,153688.12094208095
2018-09-17,120788.21676818831,87545.16690005313,154179.69603808975
2018-09-18,121814.81560274572,88737.2302796091,152185.16574408917
2018-09-19,119696.80585078851,88041.417776811,151909.7869937559
2018-09-20,123655.60838146105,89421.23841049921,156206.54409341663
2018-09-21,118681.9629578168,86556.1423458954,150657.59396252123
2018-09-22,121881.78328062496,91437.39224162644,154123.09188665956
2018-09-23,120959.49112730591,88301.68130748736,151723.66362150857
2018-09-24,120364.62881707125,88141.3815077154,150411.30212993152
2018-09-25,121145.10365378344,89612.95351063016,151548.39460511995
2018-09-26,118816.64798051535,86985.1750022098,151173.23813710452
2018-09-27,122606.25238034145,92393.03255378598,151942.12298799868
2018-09-28,117509.15685146628,86940.9788604516,149397.52948056313
2018-09-29,120634.59423433596,88438.78542751877,151244.0792794662
2018-09-30,119689.0418057643,87607.00867092173,153176.79810402426
2018-10-01,119122.78239396511,85776.62188083309,150822.5965299903
2018-10-02,119983.13000794536,88185.05504637209,148955.49249139315
2018-10-03,117783.90414064952,85786.64513047066,151743.443546325
2018-10-04,121748.90997125054,89404.50727064532,154385.9203500274
2018-10-05,116869.00815876143,83500.16095761073,149510.07456940613
2018-10-06,120247.966566373,88581.73909478325,152449.0846256512
2018-10-07,119585.84714050959,85962.58269935026,151045.14111666454
2018-10-08,119325.72592046564,88114.3398980314,151151.51540342407
2018-10-09,120507.0971933112,86690.59482122643,154341.35590243337
2018-10-10,118635.54147304928,84777.73226939059,150862.7725053771
2018-10-11,122926.40966445368,91700.84063987712,153400.33288953296
2018-10-12,118362.10197468328,85017.968941891,149714.619970882
2018-10-13,122038.12865371782,90346.88245825224,153749.0172952561
2018-10-14,121646.70053256076,88397.98237998736,153097.73902927537
2018-10-15,121623.64221959464,86597.58340124767,153595.37545473958
2018-10-16,123001.97412424334,92371.04071942934,155426.44957093854
2018-10-17,121281.73853788972,90361.42362228637,154127.53319192037
2018-10-18,125673.81819189823,93431.00569035811,160894.93109252627
2018-10-19,121157.32252730522,89045.65462672075,153224.29495164283
2018-10-20,124825.72612483703,94478.64706108533,158406.54461252457
2018-10-21,124370.50540078811,93247.21055168602,155690.38784091704
2018-10-22,124228.06534621169,94034.0945645141,155904.25324356594
2018-10-23,125433.30231058193,93163.32064467519,157450.09110518263
2018-10-24,123489.37863054888,90938.63553916807,156361.08916461648
2018-10-25,127611.45899649234,95071.17775638065,157189.65562455854
2018-10-26,122783.98601867598,92275.60862966854,155879.632702174
2018-10-27,126106.68239968865,95109.09103733674,158290.8131611921
2018-10-28,125278.02941954177,92013.1099511145,157487.16859482412
2018-10-29,124742.01769419663,92002.20443540493,157870.740708531
2018-10-30,125541.52075787129,95109.25851694765,158173.63281911178
2018-10-31,123187.87224291229,90376.32255814165,156390.72788225397
2018-11-01,126904.40163830409,95984.66813286048,159161.97563969315
2018-11-02,121683.51126559643,90374.73378376466,152719.37658881207
2018-11-03,124632.48697421046,92220.40845284717,158177.28001279838
2018-11-04,123456.79714646649,92276.83416052762,154845.2621585373
2018-11-05,122606.68052021829,91124.00042683004,154717.57784426105
2018-11-06,123130.37747059223,90177.47632494467,153435.0233789963
2018-11-07,120543.5890547251,90501.88927553692,152475.88571613297
2018-11-08,124072.92167788143,93347.92017850399,155152.89251826244
2018-11-09,118712.90217281594,88031.28057639561,151710.59913492578
2018-11-10,121571.7571672541,90347.25530502156,151990.59267479327
2018-11-11,120354.7118911347,89701.61769217967,152403.17238708094
2018-11-12,119510.60866858956,85252.24721462454,150051.10027784013
2018-11-13,120085.19866007956,89044.38651019061,152967.72574787363
2018-11-14,117590.6892999785,84922.00284454851,147197.2854281834
2018-11-15,121249.30270155615,88359.84980615517,154365.7628091488
2018-11-16,116050.4265758538,83455.17741422032,147902.68480521406
2018-11-17,119096.54772604609,85549.83197050389,150662.4779144903
2018-11-18,118086.71899049218,86800.41552889248,150582.39774323767
2018-11-19,117463.35525199135,87295.62911695965,148415.32281833404
2018-11-20,118265.70722632027,87563.78548524457,150523.95570232207
2018-11-21,115999.59052949531,84342.93502426884,144741.86041594666
2018-11-22,119881.1203871681,88028.68046955523,155051.47631798082
2018-11-23,114894.02879370665,83879.74277289963,149085.56347822028
2018-11-24,118135.74973847526,84525.46637363834,151594.33961683576
2018-11-25,117301.01934132057,84697.01275406056,147941.15238114848
2018-11-26,116828.78300218105,83548.24978120108,149150.06063650665
2018-11-27,117755.75537717761,87365.92697712849,149982.87943654388
2018-11-28,115586.20846617813,81323.08538487133,147534.79642748277
2018-11-29,119535.73670422158,87504.10945634956,150220.88358231424
2018-11-30,114588.57517472298,81997.09578590124,146129.6559500139
2018-12-01,117843.65666785168,86601.15191622873,148167.33685562672
2018-12-02,116998.1553237369,85230.48848340604,149241.51171759912
2018-12-03,116494.31062732464,84341.37680755208,149450.3550962349
2018-12-04,117372.87994700027,88577.9056516316,148618.40221763903
2018-12-05,115142.79793337946,83298.22359274531,146908.08958718966
2018-12-06,119024.79527148357,85945.27924919272,150212.76855900235
2018-12-07,114008.5569743581,80639.28512224578,148612.36283590735
2018-12-08,117198.61037368757,84851.87802548455,149612.08054283354
2018-12-09,116297.69521874248,83826.963781739,149574.81100971092
2018-12-10,115753.41443788109,85095.36993921857,149200.1140141446
2018-12-11,116611.51852829437,82545.93264387692,149129.84794309863
2018-12-12,114385.4065235776,80982.26341163635,146056.14468368102
2018-12-13,118299.60039990072,86542.45611514783,148568.7378816748
2018-12-14,113346.77709684552,79980.49512707959,145860.1398303922
2018-12-15,116633.55180876324,84843.70744906004,147146.73302898905
2018-12-16,115863.76788006764,85137.76431723042,149711.98055588832
2018-12-17,115485.09412431881,84233.69213507709,147736.70878275938
2018-12-18,116542.28514238031,85749.74858866658,148934.99479785742
2018-12-19,114546.68309249707,81554.81837246774,147064.26788410346
2018-12-20,118719.72837728074,85981.57143438501,150575.31979591216
2018-12-21,114050.05208574122,80312.41605988999,145470.732360773
2018-12-22,117639.3476302895,84772.00763451487,149017.5843323213
2018-12-23,117185.77363307108,84594.81079331688,149695.01189179008
2018-12-24,117130.68600833156,84767.157603114,149420.2351573008
2018-12-25,118512.05030721702,85958.20939985802,149708.6995755288
2018-12-26,116834.11413492616,87192.012892588,148291.14426633957
2018-12-27,121311.09220558929,92133.31080615582,156271.52696048404
2018-12-28,116924.4428730775,84424.67877941628,148787.1993177813
2018-12-29,120768.92355519751,88601.61968890138,151997.2355078937
2018-12-30,120536.17340991674,90812.08989496724,153784.1609571397
2018-12-31,120661.61655619313,89050.44059273503,152474.88927390322
2019-01-01,122178.0324728059,91343.45855516798,156316.93852752802
2019-01-02,120585.3692875405,87437.57704789934,151562.1884519366
2019-01-03,125094.54886457176,91679.18587475494,157479.62813501724
2019-01-04,120684.83940546185,87351.64361216818,151804.83617508222
2019-01-05,124449.9804703877,92254.35606937058,154118.5787169915
2019-01-06,124081.80694377463,91875.5914745983,155263.29218231223
2019-01-07,124017.16412276993,92182.83589351385,154993.71009293545
2019-01-08,125291.46019460406,92068.82698005985,157305.03995926148
2019-01-09,123408.4322006612,92639.93090110796,154528.07227487242
2019-01-10,127583.875522501,96172.05527239399,157277.94032065052
2019-01-11,122802.91443955696,93164.57103124767,155998.94412292045
2019-01-12,126166.00116016921,95819.36226061947,157984.00852906765
2019-01-13,125372.39293645379,94109.16072876992,158620.38505870197
2019-01-14,124866.9030400561,91829.61683492949,156528.10688858465
2019-01-15,125693.27588010114,94337.29054930537,156384.63179736957
2019-01-16,123363.76669165245,90151.32815432722,157136.34954552652
2019-01-17,127102.68036195658,94775.99843115381,157537.3264042617
2019-01-18,121903.45156515042,89836.12840407068,152889.85608375582
2019-01-19,124874.45819801024,91820.91020005743,156004.26799707473
2019-01-20,123722.3221752461,92583.98160382922,154244.58382134963
2019-01-21,122898.49755425559,89951.76101822259,154313.18280203931
2019-01-22,123452.5001079623,91422.4126928979,154667.6123329969
2019-01-23,120901.36215995505,89630.57942424835,151672.6216912662
2019-01-24,124473.07010610178,94404.30882000239,157701.03908705508
2019-01-25,119163.56905315447,86693.61137326524,150167.20576159703
2019-01-26,122082.52817928627,91792.13594263517,153315.27815014456
2019-01-27,120936.6218069455,90818.64955261126,152021.63210418253
2019-01-28,120176.12639261724,86535.92261952387,152852.82241002654
2019-01-29,120848.18709082218,88160.70188887972,151227.8750722254
2019-01-30,118466.33656961897,86059.6104215336,149803.1622080365
2019-01-31,122254.02172345325,92293.30966204804,155013.80799618046
2019-02-01,117201.72034615245,85818.72421636357,151504.77700309572
2019-02-02,120412.83847856491,89536.20174100123,151775.23588225484
2019-02-03,119587.14008342869,86627.95363830413,147419.30646828804
2019-02-04,119167.50555738501,86297.84022205275,151491.9803670146
2019-02-05,120193.36877966824,87640.81217357666,151483.5451985568
2019-02-06,118170.4112555785,86965.41555465647,150266.7536239327
2019-02-07,122314.26482276704,89414.69285481283,155800.4096335808
2019-02-08,117607.80085038903,85195.92976651843,148883.2964574296
2019-02-09,121147.19265799015,89103.2449098884,151239.56426067595
2019-02-10,120625.49905946893,87513.27587425924,151972.47325176478
2019-02-11,120479.56212283132,88689.12443660595,153843.3533429551
2019-02-12,121743.56583241894,91466.30383564577,155642.2291941408
2019-02-13,119918.83167071777,87878.92288036145,151901.61985729443
2019-02-14,124217.60057391576,91577.94318882572,157682.71665251369
2019-02-15,119620.37817949087,88701.65874382702,151401.9452161485
2019-02-16,123222.02704911574,92701.82637312992,155315.9312749132
2019-02-17,122715.35788525525,90678.37763857578,155290.29870204063
2019-02-18,122538.00879825251,89915.1070640449,152756.0214273794
2019-02-19,123725.96240776725,91239.68561375089,154515.93552254932
2019-02-20,121783.2778113783,91388.39332925096,151220.85064342085
2019-02-21,125925.78882168223,93803.47340235011,157708.4132991635
2019-02-22,121138.34733759842,88788.64936496058,152466.5865474715
2019-02-23,124520.8004719773,91856.86583110769,155290.78657785436
2019-02-24,123771.45213226852,88704.3200162012,156802.70989714444
2019-02-25,123333.80574442864,92132.36863380924,153000.85601721544
2019-02-26,124249.93911250652,94489.11441775878,155083.45467739378
2019-02-27,122030.09232319363,88912.81955184494,156243.86449701298
2019-02-28,125896.22349721345,92395.85669430443,156859.58550379868
2019-03-01,120839.1145348597,88490.88747221875,153731.95125169354
2019-03-02,123964.21856331025,90811.12740444018,157465.06931234727
2019-03-03,122975.00260312611,93103.16979644005,154797.82040480335
2019-03-04,122319.58463917849,90150.5725442184,156170.157596106
2019-03-05,123044.01820554784,90788.98998058742,155556.70674936546
2019-03-06,120661.80709321647,90798.52761332074,151487.7498078413
2019-03-07,124397.40623460562,92681.92696964885,154772.5829501239
2019-03-08,119243.2916981684,89488.41582446799,149671.18622727165
2019-03-09,122305.79181742594,88611.62694150543,153577.2023030802
2019-03-10,121288.4328220934,88302.35378390468,152938.89898921404
2019-03-11,120638.5975596483,89612.70608556119,152018.9577482094
2019-03-12,121400.84939889523,88867.42222213825,153919.49626167954
2019-03-13,119086.50252301054,86069.63468295641,152379.9602624961
2019-03-14,122917.1929254667,92320.38672871604,155010.66811620857
2019-03-15,117882.03101468913,86384.68966315877,148429.5948756401
2019-03-16,121083.52559377156,88640.87615384457,153378.87915001233
2019-03-17,120221.03015586612,89609.90784955546,150819.81373398195
2019-03-18,119737.5075488753,86256.065223235,153286.4360114948
2019-03-19,120672.9625236571,89082.96954578617,152765.37242290334
2019-03-20,118534.12081287245,87266.14521851276,151014.67473153243
2019-03-21,122538.1065716328,93232.80174452561,154429.51184532218
2019-03-22,117669.69673644999,87286.00357964625,150671.8322021728
2019-03-23,121027.33990185433,87313.78024202476,151721.56734915797
2019-03-24,120306.68871556102,90047.44307359029,152460.89354790852
2019-03-25,119947.44016956261,86909.11036368852,152323.71861047455
2019-03-26,120986.83191753479,88943.15313866473,151836.01848313163
2019-03-27,118929.37219644236,85654.39680102697,151104.81665722444
